-129.7237,49.297,10,1.7850625,6.5
-129.4124,49.2586,10,1.7850625,6.5
169.5217,-21.7427,17,1.7850625,6.5
156.2968,49.2902,20,1.7850625,6.5
178.1991,-25.415,576,1.7850625,6.5
161.5025,-10.0207,68,1.7850625,6.5
168.1428,-16.0315,9,1.7850625,6.5
119.8017,-7.3718,529,1.7850625,6.5
-178.0262,51.4234,33.93,1.7850625,6.5
108.1743,-7.4921,90,1.7850625,6.5
2.1628,-54.2189,17,1.7850625,6.5
-23.4323,-1.0802,10,1.7850625,6.5
-84.4865,9.5147,19.36,1.7850625,6.5
143.4846,-4.2433,110.57,1.7850625,6.5
176.7691,52.3909,119,1.7850625,6.5
103.8552,33.1926,9,1.7850625,6.5
124.6286,11.1269,9,1.7850625,6.5
-25.7432,-56.414,15,1.7850625,6.5
25.1558,-22.6784,29,1.7850625,6.5
-63.9047,-19.2814,595.98,1.7850625,6.5
125.4516,9.9071,15,1.7850625,6.5
161.3355,-10.3506,36,1.7850625,6.5
161.3137,-10.8416,12.26,1.7850625,6.5
96.1678,5.2834,13,1.7850625,6.5
173.2543,-42.6058,9,1.7850625,6.5
173.6694,-42.3205,10,1.7850625,6.5
126.8621,3.8965,13,1.7850625,6.5
20.6,38.67,11,1.7850625,6.5
-173.0746,51.6394,15,1.7850625,6.5
124.8754,-8.3381,20,1.7850625,6.5
-71.6876,-31.4244,27,1.7850625,6.5
157.8772,-9.3293,6.43,1.7850625,6.5
-58.5479,13.8672,20,1.7850625,6.5
139.7254,27.7375,460,1.7850625,6.5
-178.6005,-15.8815,10,1.7850625,6.5
-173.0293,-15.4994,11,1.7850625,6.5
-82.6576,5.9045,8,1.7850625,6.5
127.0562,2.2999,35,1.7850625,6.5
142.4525,37.0052,20,1.7850625,6.5
152.8075,-6.2304,20,1.7850625,6.5
-177.5159,-29.9379,10,1.7850625,6.5
91.0921,-10.1229,4,1.7850625,6.5
-82.3045,7.2096,10,1.7850625,6.5
-114.7995,-49.9403,10.47,1.7850625,6.5
-127.7316,49.6388,10,1.7850625,6.5
154.9502,-6.7878,20,1.7850625,6.5
-70.5756,-20.3113,24.07,1.7850625,6.5
127.3674,27.4312,119,1.7850625,6.5
-58.9272,14.6682,14.83,1.7850625,6.5
167.3721,-15.0691,122,1.7850625,6.5
-177.8806,-32.9076,44.26,1.7850625,6.5
167.249,-13.8633,187,1.7850625,6.5
-176.5449,-17.1171,371,1.7850625,6.5
-178.3234,-30.9255,41.54,1.7850625,6.5
-174.7671,51.5573,20,1.7850625,6.5
138.8325,29.9377,402,1.7850625,6.5
128.2209,-7.44,112,1.7850625,6.5
174.152,-41.734,8.2,1.7850625,6.5
174.337,-41.704,17,1.7850625,6.5
-86.926,11.763,30,1.7850625,6.5
152.127,-3.898,10,1.7850625,6.5
148.174,-6.598,28,1.7850625,6.5
157.408,50.958,29,1.7850625,6.5
155.425,49.28,29,1.7850625,6.5
-92.164,14.129,20,1.7850625,6.5
-85.298,10.086,17,1.7850625,6.5
153.173,-4.651,41,1.7850625,6.5
-102.689,18.229,20,1.7850625,6.5
-99.789,17.986,59,1.7850625,6.5
147.881,-6.57,37,1.7850625,6.5
168.156,-18.308,35,1.7850625,6.5
142.648,37.594,20,1.7850625,6.5
141.562,36.166,6.8,1.7850625,6.5
142.067,36.004,49.3,1.7850625,6.5
116.72,-6.873,510.6,1.7850625,6.5
142.808,38.296,15,1.7850625,6.5
-27.063,-56.422,87.7,1.7850625,6.5
178.394,-26.142,558.1,1.7850625,6.5
122.974,4.195,523.2,1.7850625,6.5
168.312,-19.155,22,1.7850625,6.5
96.394,-45.464,10,1.7850625,6.5
-175.87,51.451,23.5,1.7850625,6.5
146.822,-5.486,220,1.7850625,6.5
93.471,11.132,112,1.7850625,6.5
129.944,25.773,10,1.7850625,6.5
-71.558,-8.087,581.2,1.7850625,6.5
101.096,-4.054,27,1.7850625,6.5
-177.877,60.473,12,1.7850625,6.5
123.623,22.18,22,1.7850625,6.5
141.59,37.745,32,1.7850625,6.5
167.227,-13.571,176,1.7850625,6.5
-124.6925,40.652,28.737,1.7850625,6.5
-70.321,-19.394,27,1.7850625,6.5
-166.997,52.754,24,1.7850625,6.5
-178.833,-31.553,43,1.7850625,6.5
-1.853,80.324,9,1.7850625,6.5
153.771,-60.648,10,1.7850625,6.5
149.66,-59.384,10,1.7850625,6.5
-34.897,7.313,8,1.7850625,6.5
-23.471,-1.182,10,1.7850625,6.5
153.175,46.406,10,1.7850625,6.5
99.931,-2.405,22,1.7850625,6.5
21.863,36.345,28,1.7850625,6.5
-94.304,16.357,83,1.7850625,6.5
-179.535,-21.984,597.6,1.7850625,6.5
118.467,-8.224,18,1.7850625,6.5
118.37,-8.292,20,1.7850625,6.5
179.459,-25.189,509.4,1.7850625,6.5
169.373,-21.133,10,1.7850625,6.5
99.668,-1.689,28.9,1.7850625,6.5
-39.251,8.037,6,1.7850625,6.5
159.465,-9.834,15,1.7850625,6.5
-177.548,50.322,9,1.7850625,6.5
-2.626,-55.645,10,1.7850625,6.5
-179.354,-19.401,676.4,1.7850625,6.5
169.056,-20.688,10,1.7850625,6.5
-178.002,-29.776,34,1.7850625,6.5
153.24,46.47,19,1.7850625,6.5
157.522,51.148,43,1.7850625,6.5
177.082,51.752,14,1.7850625,6.5
151.133,-5.724,34,1.7850625,6.5
-71.056,-27.211,12,1.7850625,6.5
176.989,-16.527,14,1.7850625,6.5
-176.768,-29.435,13,1.7850625,6.5
71.093,36.357,224.6,1.7850625,6.5
142.122,38.089,29,1.7850625,6.5
96.786,2.164,21,1.7850625,6.5
96.898,-45.214,8,1.7850625,6.5
-139.231,-57.382,10,1.7850625,6.5
-82.845,5.71,18,1.7850625,6.5
99.779,-1.714,30,1.7850625,6.5
122.129,-5.562,10,1.7850625,6.5
126.421,4.756,39.7,1.7850625,6.5
120.534,13.925,105,1.7850625,6.5
-70.525,-35.173,5,1.7850625,6.5
133.091,-0.443,13.4,1.7850625,6.5
141.406,34.251,16,1.7850625,6.5
167.198,-13.174,228.4,1.7850625,6.5
169.488,-22.252,10,1.7850625,6.5
-82.824,8.416,33,1.7850625,6.5
-121.1005,35.7005,8.382,1.7850625,6.5
125.416,12.025,35,1.7850625,6.5
144.38,42.45,25,1.7850625,6.5
152.174,-3.828,33,1.7850625,6.5
176.923,51.552,20,1.7850625,6.5
1.432,-54.624,10,1.7850625,6.5
120.743,-8.294,33,1.7850625,6.5
-90.774,13.626,24,1.7850625,6.5
-177.661,-20.57,378,1.7850625,6.5
-108.53,23.324,10,1.7850625,6.5
93.068,13.036,21,1.7850625,6.5
146.199,14.101,30,1.7850625,6.5
-82.793,7.929,10,1.7850625,6.5
179.25,-22.201,620.4,1.7850625,6.5
104.181,-6.963,11,1.7850625,6.5
49.047,35.626,10,1.7850625,6.5
-68.329,-21.663,125.1,1.7850625,6.5
31.271,38.573,5,1.7850625,6.5
141.089,39.402,123.8,1.7850625,6.5
160.324,52.591,48.5,1.7850625,6.5
-179.109,-20.993,608.1,1.7850625,6.5
133.13,-0.578,33,1.7850625,6.5
24.244,39.059,10,1.7850625,6.5
-176.705,-21.725,184.6,1.7850625,6.5
142.984,21.641,290,1.7850625,6.5
-179.828,51.16,18,1.7850625,6.5
128.02,-4.029,33,1.7850625,6.5
-74.662,-39.008,11,1.7850625,6.5
152.725,-4.218,31,1.7850625,6.5
49.954,40.167,33,1.7850625,6.5
